Date,Open,High,Low,Close,Adj Close,Volume
2020-08-05,65.930000,68.449997,65.910004,67.970001,67.970001,1931247
2020-08-06,68.080002,69.599998,67.599998,68.330002,68.330002,2431328
2020-08-07,68.250000,69.400002,67.250000,69.300003,69.300003,1518079
2020-08-10,69.680000,72.059998,69.349998,72.059998,72.059998,2375364
2020-08-11,73.000000,76.180000,73.000000,76.180000,76.180000,3123354
2020-08-12,75.769997,75.949997,74.180000,74.919998,74.919998,1907292
2020-08-13,73.400002,74.790001,72.199997,73.300003,73.300003,1755844
2020-08-14,72.769997,72.769997,70.760002,72.110001,72.110001,1475525
2020-08-17,72.000000,72.540001,70.559998,71.440002,71.440002,1244566
2020-08-18,70.790001,71.519997,69.190002,69.230003,69.230003,1746225
2020-08-19,69.139999,70.339996,68.570000,70.250000,70.250000,1257818
2020-08-20,69.000000,69.610001,68.089996,69.169998,69.169998,1494100
2020-08-21,70.000000,70.580002,66.970001,69.080002,69.080002,1911917
2020-08-24,69.519997,72.099998,69.419998,72.099998,72.099998,1837871
2020-08-25,72.720001,74.080002,71.559998,71.559998,71.559998,1890052
2020-08-26,71.190002,71.790001,70.050003,70.239998,70.239998,1454869
2020-08-27,70.389999,72.470001,69.010002,72.110001,72.110001,2056024
2020-08-28,72.500000,72.739998,70.919998,71.440002,71.440002,1768097
2020-08-31,72.000000,72.410004,68.709999,68.839996,68.839996,2212248
2020-09-01,69.349998,69.570000,66.790001,69.570000,69.570000,2386066
2020-09-02,70.000000,72.480003,69.449997,72.080002,72.080002,2273300
2020-09-03,72.500000,75.279999,71.050003,71.500000,71.500000,2596847
2020-09-04,71.000000,72.660004,69.180000,69.779999,69.779999,2020741
2020-09-07,70.500000,73.769997,70.269997,73.769997,73.769997,1687917
2020-09-08,74.000000,74.029999,69.980003,70.779999,70.779999,1965586
2020-09-09,69.980003,70.320000,68.000000,69.389999,69.389999,2973903
2020-09-10,69.199997,70.599998,68.720001,69.440002,69.440002,1540101
2020-09-11,68.949997,69.309998,67.750000,68.820000,68.820000,1609414
2020-09-14,70.040001,71.510002,69.550003,71.320000,71.320000,1691025
2020-09-15,71.209999,71.650002,69.230003,69.480003,69.480003,1716297
2020-09-16,69.510002,70.790001,68.690002,70.790001,70.790001,1642471
2020-09-17,69.510002,71.449997,68.820000,71.120003,71.120003,1531358
